"","word","sentiment"
"3000","sakit hati","negatif"
"3001","sakit kepala","negatif"
"3002","sakit punggung","negatif"
"3003","sakit saraf","negatif"
"3004","sakit-dibentuk","negatif"
"3005","sakit-didefinisikan","negatif"
"3006","sakit-digunakan","negatif"
"3007","sakit-dipahami","negatif"
"3008","sakit-penggunaan","negatif"
"3009","sakitan","negatif"
"3010","sakitnya tuh disini","negatif"
"3011","salah","negatif"
"3013","salah baca","negatif"
"3014","salah hitung","negatif"
"3015","salah informasi","negatif"
"3016","salah membaca","negatif"
"3017","salah menafsirkan","negatif"
"3018","salah mengerti","negatif"
"3019","salah mengucapkan","negatif"
"3020","salah mengurus","negatif"
"3021","salah menilai","negatif"
"3022","salah menyebutkan","negatif"
"3023","salah paham","negatif"
"3024","salah pikiran","negatif"
"3025","salah saji","negatif"
"3026","salju longsor","negatif"
"3027","saluran air","negatif"
"3028","sama sekali","negatif"
"3029","samar","negatif"
"3030","samaran","negatif"
"3031","sambilan","negatif"
"3032","sampah","negatif"
"3033","sandal bakiak","negatif"
"3034","sandera","negatif"
"3035","sangat jahat","negatif"
"3036","sangat lapar","negatif"
"3037","sangat marah","negatif"
"3038","sangat menakjubkan","negatif"
"3039","sangat sedikit","negatif"
"3040","sanggahan","negatif"
"3041","sarkasme","negatif"
"3042","sarkastik","negatif"
"3043","saru","negatif"
"3044","satir","negatif"
"3045","satiris","negatif"
"3046","sayangnya","negatif"
"3047","sebelum waktunya","negatif"
"3048","sedang saja","negatif"
"3049","sedih","negatif"
"3050","sedikit","negatif"
"3051","segan","negatif"
"3052","sejajar","negatif"
"3053","selai","negatif"
"3054","selang","negatif"
"3055","selendang","negatif"
"3056","selingan","negatif"
"3057","selokan","negatif"
"3058","sembarangan","negatif"
"3059","sembrono","negatif"
"3060","semburan","negatif"
"3061","sementara","negatif"
"3062","sempit","negatif"
"3063","semrawut","negatif"
"3064","sendirian","negatif"
"3065","sengit","negatif"
"3066","sensasi","negatif"
"3067","sensasional","negatif"
"3068","sensasionil","negatif"
"3069","sentakan","negatif"
"3070","sepakan","negatif"
"3071","sepele","negatif"
"3072","serakah","negatif"
"3073","seram","negatif"
"3074","serampangan","negatif"
"3075","serangan","negatif"
"3076","Serangan","negatif"
"3077","serangan gencar","negatif"
"3078","seret","negatif"
"3079","serius","negatif"
"3080","serong","negatif"
"3081","sesat","negatif"
"3082","setan","negatif"
"3083","setengah hati","negatif"
"3084","sewenang-wenang","negatif"
"3085","shamefulness","negatif"
"3086","shamelessness","negatif"
"3087","sia-sia","negatif"
"3088","sial","negatif"
"3089","sialan","negatif"
"3090","sikap","negatif"
"3091","siksaan","negatif"
"3092","sindiran","negatif"
"3093","sindroma","negatif"
"3094","singkat","negatif"
"3095","sinis","negatif"
"3096","sinisme","negatif"
"3097","sinting","negatif"
"3098","siput","negatif"
"3099","sirep","negatif"
"3100","sisa-sisa","negatif"
"3101","sisi bawah","negatif"
"3102","sisi buta","negatif"
"3103","siuman","negatif"
"3104","skandal","negatif"
"3105","skeptis","negatif"
"3106","sobek","negatif"
"3107","sok","negatif"
"3108","sok nasehati","negatif"
"3109","sok ngatur","negatif"
"3110","sombong","negatif"
"3111","sporadis","negatif"
"3112","stagnasi","negatif"
"3113","statis","negatif"
"3114","steal","negatif"
"3115","stereotip","negatif"
"3116","stres","negatif"
"3117","suam","negatif"
"3118","suar","negatif"
"3119","subversif","negatif"
"3120","suka memandang rendah","negatif"
"3121","sulit","negatif"
"3122","sumbang","negatif"
"3123","sundal","negatif"
"3124","suram","negatif"
"3125","susah","negatif"
"3126","syok","negatif"
"3127","tabir asap","negatif"
"3128","tabu","negatif"
"3129","tahayul","negatif"
"3130","tahi","negatif"
"3131","tai","negatif"
"3132","tajam","negatif"
"3133","taji","negatif"
"3134","tak ada artinya","negatif"
"3135","tak bahagia","negatif"
"3136","tak baik","negatif"
"3137","tak berarti","negatif"
"3138","tak berdaya","negatif"
"3139","tak bergairah","negatif"
"3140","tak berguna","negatif"
"3141","tak beriman","negatif"
"3142","tak bermutu","negatif"
"3143","tak bernyawa","negatif"
"3144","tak berperasaan","negatif"
"3145","tak berperikemanusiaan","negatif"
"3146","tak berpindah-pindah","negatif"
"3147","tak bersedia","negatif"
"3148","tak biasa","negatif"
"3149","tak dihargai","negatif"
"3150","tak henti-hentinya","negatif"
"3151","tak hormat","negatif"
"3152","tak jelas","negatif"
"3153","tak kelihatan","negatif"
"3154","tak kenal ampun","negatif"
"3155","tak kompeten","negatif"
"3156","tak layak","negatif"
"3157","tak menentu","negatif"
"3158","tak pernah puas","negatif"
"3159","tak populer","negatif"
"3160","tak putus-putusnya","negatif"
"3161","tak sehat","negatif"
"3162","tak sepakat","negatif"
"3163","tak setuju","negatif"
"3164","tak tahu malu","negatif"
"3165","tak tentu","negatif"
"3166","tak terbayangkan","negatif"
"3167","tak terbedakan","negatif"
"3168","tak terdamaikan","negatif"
"3169","tak terduga","negatif"
"3170","tak terelakkan","negatif"
"3171","tak terhindarkan","negatif"
"3172","tak terhitung","negatif"
"3173","tak terkatakan","negatif"
"3174","tak terkendalikan","negatif"
"3175","tak terpecahkan","negatif"
"3176","tak terpenuhi","negatif"
"3177","tak tertahankan","negatif"
"3178","takhyul","negatif"
"3179","takut","negatif"
"3180","tamak","negatif"
"3181","tamparan","negatif"
"3182","tandus","negatif"
"3183","tangki","negatif"
"3184","tanpa","negatif"
"3185","tanpa alasan","negatif"
"3186","tanpa ampun","negatif"
"3187","tanpa belas kasihan","negatif"
"3188","tanpa berpikir","negatif"
"3189","tanpa cinta","negatif"
"3190","tanpa dasar","negatif"
"3191","tanpa diketahui","negatif"
"3192","tanpa hasil","negatif"
"3193","tanpa henti","negatif"
"3194","tanpa hukum","negatif"
"3195","tanpa iman","negatif"
"3196","tanpa kompromi","negatif"
"3197","tanpa malu","negatif"
"3198","tanpa pandang bulu","negatif"
"3199","tanpa rebewes","negatif"
"3200","tanpa sadar","negatif"
"3201","tanpa semangat","negatif"
"3202","tanpa tujuan","negatif"
"3203","tantangan","negatif"
"3204","tawanan","negatif"
"3205","tawar-menawar","negatif"
"3206","tebal","negatif"
"3207","tegang","negatif"
"3208","tegar","negatif"
"3209","teguran","negatif"
"3210","tekanan","negatif"
"3211","telanjang","negatif"
"3212","tenggelam","negatif"
"3213","tenggelamnya","negatif"
"3214","tengkar","negatif"
"3215","teralihkan","negatif"
"3216","teramat","negatif"
"3217","teramati","negatif"
"3218","terang-terangan","negatif"
"3219","terangsang","negatif"
"3220","terasa tidak enak","negatif"
"3221","terasing","negatif"
"3222","terbalik","negatif"
"3223","terbandingkan","negatif"
"3224","terbatas","negatif"
"3225","terbawah","negatif"
"3226","terbayangkan","negatif"
"3227","terbelakang","negatif"
"3228","terbodoh","negatif"
"3229","terbuang","negatif"
"3230","terbujuk","negatif"
"3231","terbunuh","negatif"
"3232","terburu nafsu","negatif"
"3233","terburuk","negatif"
"3234","tercela","negatif"
"3235","tercemar","negatif"
"3236","terdefinisi","negatif"
"3237","terdelusi","negatif"
"3238","terduga","negatif"
"3239","terencana","negatif"
"3240","terfragmentasi","negatif"
"3241","tergagap","negatif"
"3242","terganggu","negatif"
"3243","tergenang","negatif"
"3244","tergesa-gesa","negatif"
"3245","terhalang","negatif"
"3246","terhambat","negatif"
"3247","terhina","negatif"
"3248","terhukum","negatif"
"3249","teriakan","negatif"
"3250","terik","negatif"
"3251","terinfeksi","negatif"
"3252","terinfestasi","negatif"
"3253","terjal","negatif"
"3254","terjangan","negatif"
"3255","terjawab","negatif"
"3256","terjelek","negatif"
"3257","terkejut","negatif"
"3258","terkena","negatif"
"3259","terkenal jahat","negatif"
"3260","terkesima","negatif"
"3261","terkulai","negatif"
"3262","terkutuk","negatif"
"3263","terlalu","negatif"
"3264","terlalu banyak","negatif"
"3265","terlalu berani","negatif"
"3266","terlalu bersemangat","negatif"
"3267","terlalu besar","negatif"
"3268","terlalu mahal","negatif"
"3269","terlalu menekankan","negatif"
"3270","terlalu tinggi","negatif"
"3271","terlambat","negatif"
"3272","terlantar","negatif"
"3273","terlarang","negatif"
"3274","terlepas","negatif"
"3275","terlibat","negatif"
"3276","termiskin","negatif"
"3277","ternoda","negatif"
"3278","teror","negatif"
"3279","terorirs","negatif"
"3280","terorisme","negatif"
"3281","terpencil","negatif"
"3282","terpengaruh","negatif"
"3283","terperangkap","negatif"
"3284","terperanjat","negatif"
"3285","terputus-putus","negatif"
"3286","tersandung","negatif"
"3287","tersangka","negatif"
"3288","tersangkut","negatif"
"3289","tersedak","negatif"
"3290","terselesaikan","negatif"
"3291","terselubung","negatif"
"3292","tersembunyi","negatif"
"3293","tersembunyi dan membahayakan","negatif"
"3294","tersendat","negatif"
"3295","tersentak-sentak","negatif"
"3296","tersiksa","negatif"
"3297","tersinggung","negatif"
"3298","tersumbat","negatif"
"3299","tertagihnya","negatif"
"3300","tertahankan","negatif"
"3301","tertanam di hati","negatif"
"3302","tertancap","negatif"
"3303","tertandingi","negatif"
"3304","tertarik","negatif"
"3305","tertekan","negatif"
"3306","tertempa","negatif"
"3307","tertinggal","negatif"
"3308","tertipu","negatif"
"3309","terurai","negatif"
"3310","tiba-tiba","negatif"
"3311","tidak","negatif"
"3312","tidak ada","negatif"
"3313","tidak ada reaksi","negatif"
"3314","tidak adil","negatif"
"3315","tidak akurat","negatif"
"3316","tidak aman","negatif"
"3317","tidak bagus","negatif"
"3318","tidak benar","negatif"
"3319","tidak beralasan","negatif"
"3320","tidak berharga","negatif"
"3321","tidak berhasil","negatif"
"3322","tidak berhati-hati","negatif"
"3323","tidak berkelanjutan","negatif"
"3324","tidak berperasaan","negatif"
"3325","tidak bertanggung jawab","negatif"
"3326","tidak bijaksana","negatif"
"3327","tidak cakap","negatif"
"3328","tidak cukup","negatif"
"3329","tidak curiga","negatif"
"3330","tidak dapat diandalkan","negatif"
"3331","tidak dapat digunakan","negatif"
"3332","tidak dapat dipertahankan","negatif"
"3333","tidak dapat diterima","negatif"
"3334","tidak dibutuhkan","negatif"
"3335","tidak didukung","negatif"
"3336","tidak diinginkan","negatif"
"3337","tidak diketahui","negatif"
"3338","tidak disukai","negatif"
"3339","tidak efektif","negatif"
"3340","tidak efisien","negatif"
"3341","tidak etis","negatif"
"3342","tidak hormat","negatif"
"3343","tidak jelas","negatif"
"3344","tidak jujur","negatif"
"3345","tidak kompeten","negatif"
"3346","tidak kompetitif","negatif"
"3347","tidak konsisten","negatif"
"3348","tidak kreatif","negatif"
"3349","tidak kuat","negatif"
"3350","tidak layak","negatif"
"3351","tidak lazim","negatif"
"3352","tidak lengkap","negatif"
"3353","tidak logis","negatif"
"3354","tidak mampu","negatif"
"3355","tidak masuk akal","negatif"
"3356","tidak memadai","negatif"
"3357","tidak mematuhi","negatif"
"3358","tidak membantu","negatif"
"3359","tidak memiliki","negatif"
"3360","tidak memuaskan","negatif"
"3361","tidak menarik","negatif"
"3362","tidak mendukung","negatif"
"3363","tidak menghargai","negatif"
"3364","tidak menyenangkan","negatif"
"3365","tidak menyetujui","negatif"
"3366","tidak menyukai","negatif"
"3367","tidak mungkin","negatif"
"3368","tidak nyaman","negatif"
"3369","tidak ortodoks","negatif"
"3370","tidak pantas","negatif"
"3371","tidak peduli","negatif"
"3372","tidak peka","negatif"
"3373","tidak penting","negatif"
"3374","tidak perlu","negatif"
"3375","tidak praktis","negatif"
"3376","tidak produktif","negatif"
"3377","tidak puas","negatif"
"3378","tidak ramah","negatif"
"3379","tidak rasional","negatif"
"3380","tidak resmi","negatif"
"3381","tidak sama","negatif"
"3382","tidak sebanding","negatif"
"3383","tidak seimbang","negatif"
"3384","tidak sempurna","negatif"
"3385","tidak setuju","negatif"
"3386","tidak sopan","negatif"
"3387","tidak suka","negatif"
"3388","tidak tahu berterima kasih","negatif"
"3389","tidak tegas","negatif"
"3390","tidak tepat","negatif"
"3391","tidak terbaca","negatif"
"3392","tidak terbukti","negatif"
"3393","tidak terdengar","negatif"
"3394","tidak terduga","negatif"
"3395","tidak terkalahkan","negatif"
"3396","tidak tersedia","negatif"
"3397","tidak tetap","negatif"
"3398","tidak tulus","negatif"
"3399","tidak wajar","negatif"
"3400","tikungan","negatif"
"3401","tikus","negatif"
"3402","timbunan","negatif"
"3403","timidness","negatif"
"3404","timpang","negatif"
"3405","tindak pencegahan","negatif"
"3406","tindakan ekstrimis","negatif"
"3407","tindakan merugikan","negatif"
"3408","tindakan yg bodoh","negatif"
"3409","tinggi harga-","negatif"
"3410","tinggi hati","negatif"
"3411","tinju","negatif"
"3412","tipis","negatif"
"3413","tipu","negatif"
"3414","tipu daya","negatif"
"3415","tipu muslihat","negatif"
"3416","tirani","negatif"
"3417","tolol","negatif"
"3418","topangan","negatif"
"3419","totaliter","negatif"
"3420","tragedi","negatif"
"3421","tragis","negatif"
"3422","traped","negatif"
"3423","trauma","negatif"
"3424","traumatis","negatif"
"3425","tuduhan","negatif"
"3426","Tuduhan","negatif"
"3427","tukang daging","negatif"
"3428","tukang fitnah","negatif"
"3429","tukang jualan","negatif"
"3430","Tukang onar","negatif"
"3431","tuli","negatif"
"3432","Tumbang","negatif"
"3433","tumpul","negatif"
"3434","tuna karya","negatif"
"3435","tunggul","negatif"
"3436","Tunggul","negatif"
"3437","tusukan","negatif"
"3438","uap","negatif"
"3439","ugal-ugalan","negatif"
"3440","ulang","negatif"
"3441","ular berbisa","negatif"
"3442","ultimatum","negatif"
"3443","ultra-garis keras","negatif"
"3444","umpan","negatif"
"3445","umpatan","negatif"
"3446","untuk sementara","negatif"
"3447","usang","negatif"
"3448","usil","negatif"
"3449","vagina","negatif"
"3450","virus","negatif"
"3451","volatil","negatif"
"3452","vulgar","negatif"
"3453","wabah","negatif"
"3454","waria","negatif"
"3455","was-was","negatif"
"3456","waspada","negatif"
"3457","wastafel","negatif"
"3458","ya silahkan saja","negatif"
"3459","Yahudi","negatif"
